Link_Header_Project_Name,State,Link_Header_project_Url,Scout id,Address,Timestamp,Data.Typ,Data.Etagenanzahl,Data.Wohnfläche ca.,Data.Grundstück ca.,Data.Zimmer,Data.Schlafzimmer,Data.Badezimmer,Data.Garage/ Stellplatz,Data.Kaufpreis,Data.Provision für Käufer,Data.Baujahr,Data.Modernisierung/ Sanierung,Data.Objektzustand,Data.Ausstattung,Data.Heizungsart,Data.Wesentliche Energieträger,Data.Energieausweis,Data.Energie­ausweistyp,Data.Endenergiebedarf,Data.Energie­effizienz­klasse,Data.Objektbeschreibung,Data.Bezugsfrei ab,Data.Garage/ Stellplatz-Kaufpreis,Data.Nutzfläche ca.,Data.Bauphase,Data.End­energie­verbrauch,Data.Mieteinnahmen pro Monat,Data.Energie­ver­brauchs­kennwert,Data.Internet,Data.Denkmalschutzobjekt
NEUTraumhaftes Reihenmittelhaus in Bremen - Oberneuland,bremen,https://www.immobilienscout24.de/expose/129286784,Objekt-Nr.: 113223|Scout-ID: 129286784,"28325 Bremen, Oberneuland",2021-09-09 15:49:09.690588,Bungalow,3,148  m²,160  m²,5,,1,,435.000 €,"2,98 %",1998,,,,,Fernwärme,,,,,"Bremen - Oberneuland
Energieausweis ist in Arbeit. Für das hier vorliegende Objekt gibt es aktuell keinen gültigen Energieausweis. Dieser wurde bereits vom Eigentümer beantragt.

Dieses moderne Reihenmittelhaus mit großzügiger Garage (ca. 22qm) befindet sich in letzter Reihe eines ruhigen Wohngebietes im begehrten Oberneuland.
Das Traumhaus verfügt über einen hochwertigen Eingangsbereich mit Vorraum und fünf Zimmern, einem modernen Badezimmer, einem Gäste-WC, einer Einbauküche inkl. Elektrogeräten, einem großzügigen Wintergarten mit Sonnenschutzglas und Fußbodenheizung, sowie elektrischen Sonnen - und Regenmarkise, eine hochwertige Terrasse und einem Gartenhaus. Das ausgebaute Satteldach ist mit einer Gaube versehen und bietet bei Teilung einen weiteren Wohnraum als Option.

Im Erdgeschoss befindet sich neben dem geräumigen Wohnzimmer mit direktem Zugang zum hochwertigen Wintergarten ein Hauswirtschaftraum, die moderne Tageslichtküche inklusive Markenelektrogeräten, sowie das Gäste- WC. Angrenzend an den Wintergarten findet man eine wunderschön ausgelegte Terrasse sowie den Garten.

Das Obergeschoss bietet Ihnen drei Schlafzimmer sowie ein modernes saniertes Badezimmer mit hochwertiger Ausstattung.
Das Dachgeschoß ausgebaut mit einem Satteldach und einer Gaube bietet weiteren großzügigen Wohnraum.

Den nach Süd-Westen ausgerichteten Garten können Sie bequem aus dem Untergeschoss betreten.
Eine große Garage mit Dachboden am Haus runden das Angebot ab.",,,,,,,,,
NEUModernisiertes Einfamilienhaus in ruhiger Lage,bremen,https://www.immobilienscout24.de/expose/129626690,Objekt-Nr.: I-00UVMX-W-02MSGR|Scout-ID: 129626690,"27576 Bremerhaven, Lehe",2021-09-09 15:49:23.600777,Einfamilienhaus (freistehend),,140  m²,904  m²,3,1,1,3 Stellplätze,289.000 €,3.57 %,1947,,,,,Öl,liegt zur Besichtigung vor,,,,"Dieses Einfamilienhaus wurde im Jahr ca. 1947 massiv erbaut und bereits umfangreich modernisiert. So bietet Ihnen das Objekt heute einen modernen, offen gestalteten Grundriss mit großen Räumen. Im Erdgeschoss befindet sich eine Küche mit Einbauküche und angrenzendem Esszimmer, ein Hauswirtschaftsraum sowie ein sehr geräumiges Wohnzimmer mit Kamin und Zugang zur überdachten Terrasse. Abgerundet wird der Bereich im Erdgeschoss durch ein hell verfliestes Gäste-WC. Im Obergeschoss befinden sich zwei große Schlafzimmer sowie ein Vollbad. Das Objekt wurde nicht nur im Grundriss maßgeblich modernisiert, sondern auch weiteren technischen Neuerungen unterzogen. So wurden im Jahr ca. 1992 bereits die Versorgungsleitungen sowie die Elektrik umfangreich erneuert, eine Isolierung wurde auf dem ursprünglichen Mauerwerk aufgebracht und mit einem neuen Klinker versehen, Solarmodule sorgen für die Brauchwassererwärmung und an warmen Tagen sorgt eine fest installierte Klimaanlage im Schlafzimmer für Abkühlung. Das Objekt ist teilunterkellert. Hier befindet sich die Ölzentralheizung aus dem Jahr ca. 2009. 
Ein weiteres Highlight an diesem Objekt ist das große Nebengebäude, welches ca. 100 qm Nutzfläche bietet. Hier befinden sich zwei PKW-Stellplätze, ein Partyraum sowie diverse Lagerräume. Für einen weiteren PKW befindet sich ein Carport auf dem Grundstück. Das gesamte Grundstück ist liebevoll und dennoch pflegeleicht angelegt. Hier befinden sich ein Gartenteich mit Bachlauf sowie diverse gemütliche Sitzmöglichkeiten.

Wir haben Ihr Interesse geweckt?
Gern zeigen wir Ihnen dieses Objekt persönlich im Rahmen einer Besichtigung.

Ein Energieausweis befindet sich in Erstellung und liegt zur Besichtigung vor.",01.01.2022,,100  m²,,,,,,
Blumenthal / Sehr gepflegtes Reihenmittelhaus in ruhiger Lage mit Garage,bremen,https://www.immobilienscout24.de/expose/129134272,Objekt-Nr.: 120602763#KxjPA|Scout-ID: 129134272,"28779 Bremen, Blumenthal (Ortsteil)",2021-09-09 15:49:42.369017,Reihenmittelhaus,,133  m²,284  m²,5,,1,Garage,249.000 €,3 %,1962,,,,Elektro-Heizung,Strom,liegt vor,Bedarfsausweis,"166,4 kWh/(m²*a)",F,"Bei dieser Immobilie handelt es sich um ein Reihenmittelhaus im Stadtteil Bremen-Blumenthal. 

Das Haus wurde 1962 erbaut und verfügt über ca. 166  m² Wohn- und Nutzfläche, die sich auf Vier Etagen verteilen.

Im Erdgeschoss, auf ca. 54 m² befinden sich eine Küche und ein offen gestalteter Bereich, der den Wohn- und Essbereich beinhaltet und ein Gäste-WC. Das Wohnzimmer bietet Zugang in den Wintergarten, Terrassen und Gartenbereich. Der Garten ist schön angelegt. 

Im Obergeschoss erstrecken sich auf ca. 47 m² drei weitere Zimmer, ein Tageslichtbad mit Dusche sowie ein Flur. Ein Balkon schließt sich hier einem der Schlafzimmer an. 

Das ca. 32 m² große, ausgebaute Dachgeschoss bietet ein weiteres helles Zimmer. 

Der Keller bietet ein Badezimmer und zwei Zimmer sowie eine mit insgesamt 33 m² Nutzfläche und verfügt über einen separaten Zugang in den Garten.
 
Eine Garage befindet sich seitlich des Hauses und rundet das Gesamtangebot dieser Immobilie ab.",,,33  m²,,,,,,
"NEUGepflegtes Reihenendhaus mit sehr großem Grundstück, Keller und Garage nahe Lehesterdeich",bremen,https://www.immobilienscout24.de/expose/128034514,Scout-ID: 128034514,"28357 Bremen, Lehesterdeich",2021-09-09 15:49:56.986438,Reiheneckhaus,,"103,5  m²",355  m²,"3,5",3,1,,380.000 €,Nein,1965,,,,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,,Dieses charmante und gut erhaltene Reihenendhaus befindet sich in der gepflegten Franklinstraße in Bremen. Besonderes Highlight ist der große Garten und die vom Grundstück aus direkte Erreichbarkeit der Garage und des Pkw-Stellplatzes. Man fühlt sich hier wie im frei stehenden Einfamilienhaus.,nach Absprache,,,,,,,,
Reihenmittelhaus in Osterholz mit EBK + Garten + Garage + Hobbyraum unterm Dach für die Familie,bremen,https://www.immobilienscout24.de/expose/129126889,Objekt-Nr.: 2021-VB-0183|Scout-ID: 129126889,"28325 Bremen, Tenever",2021-09-09 15:50:12.806775,Reihenmittelhaus,4,146  m²,184  m²,6,4,2,1 Garage,349.500 €,"3,57% incl. 19 % MwSt.",1971,,Gepflegt,,,Strom,liegt vor,Bedarfsausweis,"125,1 kWh/(m²*a)",D,"Sie haben gerade ein Reihenmittelhaus mit Potential im Bremer Ortsteil  Osterholz gefunden.

Sie betreten das Haus und stehen zunächst im Flur, der durch die Deckenstrahler eine angenehme Atmosphäre erhält. Hier können Sie auch Ihre Garderobe installieren. 

Neben dem Badezimmer mit Dusche, einer Küche mit Einbaumöbeln und -geräten, sowie Zugang zur Speisekammer, steht Ihnen außerdem ein großes Wohnzimmer mit bodentiefen Fenster- und Türelementen zur Verfügung. Der Raum wird gut mit Licht durchflutet. 

Jetzt geht es nach draußen auf die gepflasterte Terrasse mit Südausrichtung. Ein großer Tisch mit einer 6er-Sitzgruppe findet hier reichlich Platz. Eine Markise über der Terrasse bietet Ihnen Sonnenschutz. Neben der gepflegten Bepflanzung, die mithilfe einer Grundwasserpumpe und eines  Außenwasserhahns bewässert werden kann, gibt es hier auch ein kleines Gartenhäuschen für Ihre Gartengeräte und den Grill. In dem gemauerten Verschlag finden Sie die Gartenpumpe mit Schlauchabwickler. Der Garten kann nach hinten durch eine abschließbare Gartenpforte verlassen werden. Dieses ist der kürzeste Weg zu Ihrer Garage.

Über eine Holztreppe gelangen Sie ins Obergeschoss. Hier stehen neben einem Badezimmer mit Wanne auch drei Schlafzimmer und eine kleine Loggia zur Verfügung.

Im Dachgeschoss befindet sich ein weiteres Schlafzimmer sowie ein großer Raum für Hauswirtschaft und Lagerung. Im darüber liegenden Spitzboden haben Sie Platz für Ihr Hobby, zum Beispiel als Fitness-Raum oder kleine Werkstatt. Hier befindet sich ein Starkstromanschluss.

Das Haus wird mit Nachtspeicheröfen beheizt.

Ihr Auto können Sie in einer eigenen Garage im Garagenhof parken. Zu der Garage gehören zwei Funkfernbedienungen für das elektrische Garagentor, die das Ein- und Ausparken erleichtern. In der Garage steht Ihnen ein Stromanschluss zur Verfügung.

Gern vereinbaren wir einen Besichtigungstermin mit Ihnen. Wir freuen uns auf Ihre Anfrage.",sofort,,22  m²,,,,,,
Bremen Fähr-Lobbendorf | Zweifamilienhaus mal anders ... 2 geräumige Einfamilienhäuser + 3 Pkw-Garag,bremen,https://www.immobilienscout24.de/expose/129256000,Objekt-Nr.: KQ401|Scout-ID: 129256000,"28755 Bremen, Fähr-Lobbendorf",2021-09-09 15:50:26.836175,Mehrfamilienhaus,2,"329,2  m²",1.190  m²,9,7,3,3 Garagen,545.000 €,"3,57% inkl. 19% MwSt.",1930,,,Normale Qualität,Zentralheizung,Öl,liegt vor,Bedarfsausweis,"245,7 kWh/(m²*a)",G,"Zweifamilienhaus mal anders ... Auf einem 1.190m² Grundstück befinden sich zwei geräumige Einfamilienhäuser, eines davon mit Einliegerwohnung, sowie 3 Pkw-Garagen. 

Das vordere Einfamilienhaus (Nr. 31) wurde im Jahr 1930 erbaut und bietet 135,94m² Wohnfläche, die sich über 2 Wohnebenen auf 4 Wohn- und Schlafzimmer, Küche, Tageslichtbad mit Wanne und separater Dusche, Küche, Gäste-WC und Hauswirtschaftsraum mit Waschmaschinenanschluss verteilen.
Zusätzlich stehen im Keller und Spitzboden weitere 25,01m² Nutzfläche zur Verfügung.

Das Haus ist in einem grundsoliden Zustand, bietet aber Modernisierungs- und Gestaltungspotenzial.
Dem Haus ist eine geschützte Terrasse mit Westausrichtung vorgelagert, die von der Küche aus betreten wird.
Eine Pkw-Garage ist ins Haus integriert und mit diesem direkt verbunden (über HWR).

Das Haus ist derzeit noch vermietet, wird aber frei übergeben.

Im Anbau des Hauses befinden sich zwei weitere Pkw-Garagen sowie eine erst vor zwei Jahren (2019) sanierte ""Einliegerwohnung"" mit 33,41m² Wohnfläche, die sich auf einen großen Hauptwohnraum, einen kleinen Nebenraum (derzeit Schlafzimmer), Pantry und Duschbad aufteilen.
Auch die Einliegerwohnung verfügt über eine eigene Terrasse; diese sogar mit Außenkamin/-grill, der ebenfalls in 2019 betriebsfertig gestellt wurde.

Im hinteren Bereich des Grundstücks liegt das zweite Einfamilienhaus (Nr. 31a), ein 1975 fertiggestellter Bungalow in Massivbauweise.
Dieser bietet 159,85m² Wohnfläche, die sich auf 4 Wohn- und Schlafzimmer, Küche, Tageslichtbad mit Wanne und separater Dusche, Sauna, Gäste-WC und Hauswirtschaftraum mit Waschmaschinenanschluss verteilen.
Noch ganz im Wohnstil der 1970'er gestaltet bzw. eingerichtet, kann man auch hier von großem Entwicklungspotenzial sprechen.
Das Haus verfügt über eine Terrasse mit Südost-Ausrichtung.

Die Einzäunung des gesamten Grundstücks wurde erst vor Kurzem erneuert.",nach Vereinbarung,,"96,15  m²",,,,,,
"NEU- RESERVIERT - RMH mit 2 WE, 2 Balkonen und Hofgarten in ruhiger Seitenstraße",bremen,https://www.immobilienscout24.de/expose/129287252,Objekt-Nr.: H972|Scout-ID: 129287252,"28197 Bremen, Woltmershausen (Ortsteil)",2021-09-09 15:50:41.805236,Reihenmittelhaus,,140  m²,106  m²,6,,2,,364.000 €,"3 % des Kaufpreises inkl. MwSt., jeweils vom Käufer und Verkäufer",1931,,Gepflegt,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"193,5 kWh/(m²*a)",G,"Diese Immobilie ist aktuell reserviert, somit werden keine weiteren Besichtigungstermine angeboten! Wir nehmen dennoch Ihre Anfragen entgegen, so erhalten Sie bei Aufhebung der Reservierung die Chance auf dann kommende Besichtigungstermine. Gerne können Sie sich auch in unserer Datenbank als SuchinteressentIn eintragen und erhalten somit neue, passende Angebote noch VOR Beginn der öffentlichen Vermarktung. Klicken Sie hierzu bitte auf den folgenden Link: https://www.expose-immobilien.de/suchauftrag/ 

Wir bieten Ihnen hier ein gepflegtes Reihenmittelhaus in einer ruhigen Nebenstraße in Bremen Woltmershausen, nahe der Weser, an. Es handelt sich um ein modernisiertes Zweifamilienhaus und ist wie geschaffen für einen Zweigenerationenhaushalt.   

Über den Windfang haben Sie Zugang in beide Wohnungen. Durch die linke Tür kommen Sie in die Wohnung im Hochparterre, welche sich bis in das Souterrain erstreckt. 

Als erstes betreten Sie einen Flur. Hier befinden sich zurzeit die Garderobe und die Treppe in das Souterrain. Die gesamte Etage ist mit sehr modernem gräulichem Laminatboden in Dielenoptik ausgelegt. Hinter der linken Tür liegt der offene Wohn- und Essbereich. Auf der rechten Seite befindet sich die offene Küche. Die wunderschöne moderne Einbauküche, inkl. der gängigen E-Geräte, lädt direkt zum Kochen ein und ist über einen Durchgang mit dem Essbereich verbunden. Die Fronten sind weiß und im Landhausstil gehalten und verfügt über eine Arbeitsplatte in Marmoroptik.

Vom Essbereich abgehend gelangen Sie durch eine bodentiefe Flügeltür auf den Balkon, welche für natürliches Tageslicht im Wohnbereich sorgt. Der Südwestbalkon bietet genug Platz zum Sonnen und verfügt über eine Markise. Über eine Wendeltreppe erreichen Sie den hübsch angelegten Hofgarten.

Über die Treppe vom Flur aus erreichen Sie den Flur im Souterrain, ausgelegt mit PVC in Fliesenoptik. Auf der linken Seite ist das derzeitige Gästezimmer, welches mit einem gepflegten, gemütlichen Teppichboden ausgelegt ist. Angrenzend befindet sich das geräumige Schlafzimmer, ausgerichtet zum Hofgarten, ausgelegt mit hellem Laminatboden.

Am Ende des Flures bertreten Sie das geflieste und moderne Badezimmer. Es verfügt über ein Doppelwaschbecken mit Waschtisch, eine Sprossenheizung, eine neuwertige Runddusche und einen Waschmaschinenanschluss. Der warme Fliesenspiegel verleiht dem Bad ein mediterranes Feeling und führt Sie in den Hofgarten. 

Der Hofgarten eignet sich für Grillabende mit der gesamten Familie. Hier können Sie trotz der urbanen Umgebung Zeit im Grünen verbringen und den Geruch der Rosen genießen. Zudem können Sie den kleinen Schuppen als Werkstatt oder Abstellraum nutzen. Dank der Ausrichtung genießen Sie hier auch nach Feierabend die Sonne.

Zurück im Hauseingang haben Sie auf der rechten Seite den Zugang in die obere Wohnung, welche sich vom ersten Obergeschoss bis in das Dachgeschoss erstreckt. Der kleine Flur im Eingangsbereich der Wohnung verfügt über eine Gegensprechanlage (ohne elektrischen Türöffner) und lässt Raum für eine kleine Garderobe. Von hier aus gelangen Sie in den Wohn-/Kochbereich sowie in das Dachgeschoss.

Wie im Hochparterre ist das gesamte Obergeschoss mit dem gleichen Laminat in Dielenoptik ausgelegt. Die Türbogen und einige Wandflächen im Wohnbereich sind mit grauem Klinker versehen - sehr stimmig und rundet das Design ab. Auch hier gelangen Sie vom Essbereich auf einen Balkon zur Hofseite. Die angrenzende Küche ist hell verkleidet und verfügt über einen Geschirrspüler, ein Cerankochfeld und einen Backofen. 

Das Dachgeschoss verfügt über ein weiß gefliestes Tageslichtbad mit einer Duschkabine und Waschmaschinenanschluss, sowie das Schlafzimmer. Dieses ist großzügig und dank einer Fensterzeile schön hell. Vom Schlafzimmer abgehend befindet sich ein kleiner Raum, perfekt geeignet als Ankleide-/oder Arbeitszimmer.",nach Absprache,,,,,,,,
Ein wahres Einzelstück in Oslebshausen,bremen,https://www.immobilienscout24.de/expose/128489899,,,2021-09-09 15:50:53.113110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Violenstraße 22-24, 28195 Bremen",bremen,https://www.immobilienscout24.de/expose/128272211,Objekt-Nr.: 22745|Scout-ID: 128272211,"28195 Bremen, Altstadt",2021-09-09 15:51:09.254184,Mehrfamilienhaus,5,"1.744,9  m²",636  m²,60,,,6 Tiefgaragen-Stellplätze,6.500.000 €,"5,95 % inkl. ges. MwSt.",1960,,,,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,,"Die von uns exklusiv angebotene Immobilie Violenstraße 22-24 befindet sich in zentraler Lage von Bremen.

Auf 636m² Grundstücksfläche befindet sich ein  Wohn- und Geschäftshaus aus dem Jahr 1960. Die Mietflächen verteilen sich vom 2.UG bis zum 4.OG. Über einen Personenaufzug erreichen Sie die Wohnungen in den Obergeschossen sowie die Lager bzw. Allgemeinflächen in den Untergeschossen. Für die Mieter stehen 6 Tiefgaragenstellplätze und zwei Fahrradräume (1.UG) zur Verfügung, die von der Seemannstraße erreichbar sind.

Die Gewerbefläche im Erdgeschoss verfügt über einen separaten Eingang, sowie einen eigenen Lastenaufzug für die Lagerflächen im Untergeschoss.

Derzeit sind alle 23 Wohneinheiten mit einer Fläche von ca. 1500m² vermietet und die Gewerbefläche im Erdgeschoss/Untergeschoss ist noch bis Mitte 2022 an ALDI vergeben. Im 1.Obergeschoss gibt es eine ehemalige Büroeinheit von ca. 250m², die zu drei weiteren Wohnungen umgebaut wird.",,,,,,"16.673,21 €",132 kWh/(m²*a),,
Außergewöhnliche Villa in fantastischer Lage,bremen,https://www.immobilienscout24.de/expose/126951971,Objekt-Nr.: DC-BRE199|Scout-ID: 126951971,"28355 Bremen / Oberneuland, Bremen",2021-09-09 15:51:25.440277,Villa,3,389  m²,1.833  m²,8,4,4,3 Garagen,1.540.000 €,"2,98 % inkl. der gesetzlichen MwSt. bezogen auf den Kaufpreis",1980,,Gepflegt,,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,,D,"Dieses außergewöhnliche Anwesen wird Ihnen den Atem rauben, denn eine derartige Immobilie mit vielen Raffinessen, gepaart mit einer unschlagbaren Lage steht in Oberneuland sehr selten zum Verkauf.

Die Villa liegt verborgen in einer Sackgasse und das komplett eingezäunte Grundstück vermittelt Sicherheit. Angekommen am Grundstück, öffnet sich auf Knopfdruck elektrisch ein edles Tor und gewährt Einlass zur imposanten Auffahrt.

Eine idyllische Eingangstür heißt Sie herzlich willkommen und die circa 385m² Wohnfläche präsentiert sich elegant aufeinander abgestimmt. Ein Highlight ist sicherlich die Profi-Küche mit perfekter Ausstattung, verdeutlicht durch den Induktionsherd, eine Wok-sowie eine Teppanyaki-Station. Ein großer Wohn- und Essbereich bildet neben der Traumküche die Basis des Erdgeschosses. 

Die zweite Etage beherbergt die einzelnen Schlafzimmer, wobei das Master-Bedroom mit seinem Bad en-suite und Ankleidezimmer glänzt. Hervorzuheben ist auch die Einliegerwohnung mit drei Zimmern, Küchenzeile und Duschbad, welche einen separaten Zugang besitzt.Abgerundet wird das Obergeschoss durch eine Galerie und ein weiteres Schlafzimmer.

Das Kellergeschoss überzeugt durch eine Sauna, Whirlpool-Badewanne, ein Spielzimmer für Kinder sowie einen wunderbaren Partybereich inkl. Weinkeller. Die in allen Räumlichkeiten vorhandene Fußbodenheizung ist einzeln regulierbar und sorgt gerade im Kellergeschoss für eine Wohlfühl-Atmosphäre.

Ein nach Süden angelegter Garten mit überdachter Terrasse, elektrischen Markisen, zwei Teiche und ein Pavillon nebst Grillplatz laden zu unvergesslichen Sommernächten ein und verdeutlichen die hochwertige Ausstattung. Für Freunde des fahrbaren Untersatzes stehen eine Doppelgarage und weitere Abstellmöglichkeiten zur Verfügung.

Überzeugen Sie sich selbst und kontaktieren Sie uns für eine Besichtigung.",nach Vereinbarung,,202  m²,,"119,6 kWh/(m²*a)",,,,
2-Familien-Reihenendhaus mit Anbau und Carport,bremen,https://www.immobilienscout24.de/expose/129094615,Objekt-Nr.: 6547-2207|Scout-ID: 129094615,"27578 Bremerhaven, Leherheide",2021-09-09 15:51:38.760681,Reiheneckhaus,,173  m²,360  m²,7,,,1 Carport,289.000 €,"2,95 % inkl. ges. MwSt.",1961,,Gepflegt,,,Gas,liegt vor,Bedarfsausweis,"218,2 kWh/(m²*a)",G,"Dieses Reihenendhaus in ruhiger Lage von Bremerhaven-Leherheide wurde ca. 1961 gebaut, der Anbau stammt aus dem Jahre 1994. In der Immobilie befinden sich zwei abgeschlossene Wohneinheiten und ein Vollkeller unter dem Ursprungshaus. Das Dachgeschoss wurde in diesem Teil des Hauses ausgebaut. Ein PKW-Unterstand ist auf dem Grundstück vorhanden.

Erdgeschoss:
- Wohnzimmer, Schlafzimmer, Kinder-/Esszimmer, Küche (mit Einbauküche), Flur, Duschbad (neuwertig) und Wannenbad sowie ein Wintergarten
Obergeschoss:
- Wohnzimmer, Schlafzimmer, Arbeitszimmer mit Empore, Flur, Esszimmer, Küche (ohne Einbauküche), Duschbad und Wannenbad 
Dachgeschoss:
- zwei Räume und Duschbad 
Keller:
- drei Kellerräume, HWR mit WC und Heizungskeller",,,36  m²,Haus fertig gestellt,,,,,
Ihr neues Zuhause in ruhiger Lage,bremen,https://www.immobilienscout24.de/expose/129064815,Objekt-Nr.: 6570-2205|Scout-ID: 129064815,"27572 Bremerhaven, Wulsdorf",2021-09-09 15:51:49.764900,Wohnimmobilie (sonstige),,160  m²,616  m²,6,,,1 Garage,399.000 €,"2,95 % inkl. ges. MwSt.",1979,"zuletzt 
        
        
          
          
            2011",Gepflegt,,,Gas,liegt vor,Verbrauchsausweis,,B,"Dieses freundliche Haus in 2. Reihe ist ein Fertighaus der Firma Nordhaus und wurde im Jahre 1979 auf einem Hinterbaugrundstück erbaut. Die Wohnfläche von ca. 160 m² teilt sich wie folgt auf: Im EG befindet sich neben der Küche und dem Wohnzimmer, mit Ausgang zur Terrasse, ein weiteres Schlafzimmer und ein kleineres Zimmer, welches optimal als Büro genutzt werden kann. Ebenfalls befindet sich im Erdgeschoss ein geschmackvolles Wannenbad. Über den geräumigen Flur gelangen Sie über eine Treppe in den Vollkeller, welcher Ihnen viel Platz bietet. Der obere Bereich des Hauses verfügt über 3 weitere Zimmer und ein Duschbad. Überzeugen Sie sich von diesem schönen Haus in absolut ruhiger Lage in Wulsdorf.",,,,Haus fertig gestellt,"73,4 kWh/(m²*a)",,,,
Endlich in die eigenen 4 Wände!,bremen,https://www.immobilienscout24.de/expose/128985516,Objekt-Nr.: 6542-2213|Scout-ID: 128985516,"27578 Bremerhaven, Leherheide",2021-09-09 15:52:00.748138,Einfamilienhaus (freistehend),,175  m²,630  m²,6,,,,329.000 €,"2,95 % inkl. ges. MwSt.",1974,"zuletzt 
        
        
          
          
            2021",Modernisiert,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"161,4 kWh/(m²*a)",F,"Das ursprünglich 1974 gebaute Flachdachhaus wurde ca. 1986 um ein Dachgeschoss ergänzt. Seitdem bietet es ca. 175 m² Wohnfläche im Erd- und Obergeschoss, dazu einen großzügigen Vollkeller mit Tageslicht, Waschküche, Werkstatt, Duschbad und Partyraum. Auch einen direkten Zugang zum Garten kann Ihnen jener Keller bieten. Im hinteren Teil des ca. 630 m² großen Grundstückes finden Sie den Doppelcarport mit diversen Stromzugängen und den pflegeleicht angelegten Garten. Der Bungalow wurde erst kürzlich modernisiert: 2021 wurden alle elektrischen Rollläden modernisiert und durch Sensoren ergänzt. Auch die Türen, Fenster sowie der Eingangsbereich wurden im vergangenen Jahr erneuert. Im Erdgeschoss finden Sie eingangs rechts die Küche und den großzügigen Wohn-/Essbereich. Angrenzend an das Wohnzimmer liegen 3 Zimmer und das Wannenbad. Das ausgebaute Dachgeschoss bietet zwei weitere Wohnräume sowie ein weiteres Badezimmer. Derzeit werden diese Wohnräume als Büro bzw. für Homeoffice genutzt. In der Straße der Immobilie werden derzeit Glasfaserleitungen verlegt. Sie würden beim Kauf ihres neuen Zuhauses den neuen Vertrag übernehmen und sich leistungsstarkes Internet für die ganze Familie sichern. Kontaktieren Sie mich für eine Besichtigung und überzeugen Sie sich selbst von diesem Immobilienangebot.",,,,Haus fertig gestellt,,,,,
NEURenoviertes Reihenendhaus in ruhiger Lage,bremen,https://www.immobilienscout24.de/expose/129319175,Objekt-Nr.: 31 (1/31)|Scout-ID: 129319175,"28779 Bremen, Lüssum-Bockhorn",2021-09-09 15:52:14.336520,Reiheneckhaus,2,"94,32  m²",348  m²,3,2,1,1 Garage,229.000 €,"Die Maklercourtage beträgt 2,975% inkl. der gesetzlichen MwSt. jeweils für Verkäufer und Käufer.",1965,"zuletzt 
        
        
          
          
            2013",Gepflegt,Normale Qualität,,Gas,,,,,"Das idyllisch im Grünen gelegene Reihenendhaus aus 1965 ist voll unterkellert und bietet ausreichend Platz zum Wohnen sowie einen Garten zum Entspannen. Im Erd- sowie Obergeschoss verteilen sich auf insgesamt ca. 94,32 m² drei Zimmer und ein Badezimmer. Durch den gefliesten Eingangsbereich erreicht man direkt den offen gestalteten Wohn- und Essbereich mit moderner Küche. Die mit Hochglanz versehene Einbauküche wurde eigens für diesen Raum maß gefertigt, verfügt über moderne Geräte und bietet ausreichend Stauraum. Der Küchenboden wurde mit Laminat in warmer Holzoptik ausgestattet, wodurch ein wohnliches Flair entsteht. Gemeinsame Kochabende werden in dieser traumhaften Küche keine Seltenheit sein. Das gesellige Beisammensitzen ist direkt im angrenzenden Wohn- und Essbereich möglich. Dieser ist mit großen Fliesen versehen und empfängt durch die Terrassenfenster ausreichend Tageslicht. Die Terrasse ist ebenfalls gefliest und mit einer manuellen Markise ausgestattet. Beim Blick in den Garten oder auch bei einem Bad in der Sonne lässt es sich hier wunderbar vom Alltag erholen.

Im Obergeschoss des Hauses befindet sich das 2013 sanierte Badezimmer mit Dusche und Fenster. Das Schlafzimmer mit Balkon sowie das Kinder-/Gästezimmer sind auf der gleichen Etage zu finden und jeweils mit Laminatboden ausgestattet. 

Das Haus verfügt über einen gedämmten Dachboden, der noch ausgebaut werden kann. Die Mahagonifenster sind doppelt verglast und größtenteils mit manuellen Rollläden ausgestattet. Die Terrassenfenster haben elektrisch betriebene Rolläden.

Die Wasser- und Stromleitungen wurden im Jahr 2013 neu verlegt. Auch die Gasheizung von Vaillant wurde 2013 ohne Warmwasserspeicher eingebaut, zum Haus gehört dadurch ein Durchlauferhitzer.",,,"43,92  m²",,,,,,
